Id,Label,timeset,category,startyearcorfixvalue,endyearcor,Size,Color
Q1371378,etnoloog,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q25390,Leeuwarden,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q3465633,Sint-Trudoabdij,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q118541114,Koninklijk Atheneum Brugge,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q118522719,Koninklijk Atheneum Hasselt,"<[1710.0, 19500.0]>",Werkgever,1710,19500,12.553191,"#ff83ff"
Q733786,monnik,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q10567966,liturgist,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q13581283,Maredsous,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q220,Rome,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,12.553191,"#00feff"
Q8678,Rio de Janeiro,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q28301,Olinda,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q1595570,heemkundige,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q120854550,Sint-Lodewijksschool Kortrijk,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q2374149,botanicus,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q3380726,Hoofdstedelijk atheneum Karel Buls,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q1287283,Serskamp,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q688377,Drogenbos,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q47064,militair,"<[1710.0, 1710.0]>",Beroep,1710,1710,13.829787,"#00c7ff"
Q1884650,Perk,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q815948,Gistel,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q1847545,Nieuwkapelle,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q1708232,medailleur,"<[1710.0, 1710.0]>",Beroep,1710,1710,10,"#00c7ff"
Q38,Italië,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,10,"#00feff"
Q2044,Florence,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,10,"#00feff"
Q42973,architect,"<[1710.0, 1710.0]>",Beroep,1710,1710,17.659575,"#00c7ff"
Q8178443,librettist,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q890339,Boezinge,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q11827483,gewoon hoogleraar,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q32391314,buitengewoon hoogleraar,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q11774202,essayist,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q2575787,Elverdinge,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q4555175,Ver-Assebroek,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q118559268,Koninklijk Atheneum Brussel,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q59962242,Bibliotheek Rotterdam,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q1266283,senior lecturer,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q768224,Universiteit van Valladolid,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q219615,Universiteit van Barcelona,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q57706,Pauselijke Zoeaven,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q25393460,katholieke diaken,"<[1710.0, 1710.0]>",Beroep,1710,1710,13.829787,"#00c7ff"
Q1015356,Mariakerke,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q111434472,Kasteel Ter Beken,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q16312408,etymoloog,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q35794,Universiteit van Cambridge,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q3110832,Wulpen,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,12.553191,"#00feff"
Q1021018,El Harrach,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q15238339,Kibanga,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q13123333,Kibanga,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q120617895,Congregatie van de Dienstmaagden van de Zaligmaker,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q2746779,Koninklijke Academie voor Schone Kunsten van Antwerpen,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q120555736,Koninklijk Atheneum Moeskroen,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q1471477,Koninklijk Museum voor Schone Kunsten Antwerpen,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q158852,dirigent,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q1076502,koordirigent,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q1294787,handwerker,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q2789347,Lemmensinstituut,"<[1710.0, 19500.0]>",Werkgever,1710,19500,10,"#ff83ff"
Q336968,Koninklijk Conservatorium Brussel,"<[1710.0, 19500.0]>",Werkgever,1710,19500,10,"#ff83ff"
Q883211,gemeentesecretaris,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q15284,gemeente,"<[1710.0, 19500.0]>",Werkgever,1710,19500,10,"#ff83ff"
Q11213091,vredegerecht,"<[1710.0, 19500.0]>",Werkgever,1710,19500,10,"#ff83ff"
Q643980,Wetteren,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,10,"#00feff"
Q12347522,etnograaf,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q263177,Schilde,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q488688,Wiertz Museum,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q15253558,activist,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q165736,Doesburg,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q1864590,Sint-Jozef-Klein-Seminarie,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q21600439,landschapsschilder,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q210003,Halle,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q294126,landmeter,"<[1710.0, 1710.0]>",Beroep,1710,1710,10,"#00c7ff"
Q4964182,filosoof,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q4728794,All Hallows College,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q1518472,Catholic University of Ireland,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q1761,Dublin,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q747599,Covington,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q1431633,Mount Clemens,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q64747274,bloemenkweker,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q3937018,Stanislascollege Tienen,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q2869314,Athénée Royal de Namur,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q207978,consul,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q193391,diplomaat,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q190959,Transvaal,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q1817149,Wilsele,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q2565209,Melsbroek,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q516463,heraldicus,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q2443377,topograaf,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q1731155,oriëntalist,"<[1710.0, 1710.0]>",Beroep,1710,1710,12.553191,"#00c7ff"
Q156598,Universiteit Leiden,"<[1710.0, 19500.0]>",Werkgever,1710,19500,13.829787,"#ff83ff"
Q1309,Maastricht,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,12.553191,"#00feff"
Q79980,Benares,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q10855616,legerarts,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q329737,slager,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q16267607,klassiek filoloog,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q6625963,romanschrijver,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q209344,Universiteit Sapienza Rome,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q3043179,definitor,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q2475316,Ellignies-Sainte-Anne,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q3589290,correspondent,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q5688340,Hazlewood Castle,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q5125871,Clapham Park,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q546635,Royal Leamington Spa,"<[1710.0, 19500.0]>",Woonplaats,1710,19500,11.276596,"#005432"
Q3409375,Anglicaans priester,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q1607826,redacteur,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q108800792,apostolic prefect,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q62132,Lapland,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q189,IJsland,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q28549650,Koninklijke Academie voor Schone Kunsten van Kortrijk,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q63122451,Stadsarchief Kortrijk,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q7239684,predikant,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q432386,prediker,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q2798071,Sinoutskerke,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q2856296,Sint Kruis,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q81220,Goes,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q1367576,Vrouwenpolder,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q2065987,Sluis,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q2616736,Sint Anna ter Muiden,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q1809061,s-Heer Abtskerke,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q214341,Universiteit van Amsterdam,"<[1710.0, 19500.0]>",Werkgever,1710,19500,11.276596,"#ff83ff"
Q14972848,lexicograaf,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q1734662,cartograaf,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q901402,geograaf,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q17505002,studie-historicus,"<[1710.0, 1710.0]>",Beroep,1710,1710,11.276596,"#00c7ff"
Q1726,München,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q2966,Heidelberg,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
Q2079,Leipzig,"<[1710.0, 19500.0]>",Werklocatie,1710,19500,11.276596,"#00feff"
